,user_id,anime_id,rating
0,-1,199,10
1,-1,431,10
2,-1,578,7
3,-1,513,10
4,-1,523,10
5,-1,512,10
6,-1,585,10
7,-1,2890,10
8,-1,10029,10
9,-1,1029,10
10,-1,743,4
11,-1,572,10
12,-1,32281,10
